年份,地區,家庭戶數,平均每戶人數,平均每戶成年人數,平均每戶就業人數,平均每戶所得收入者人數,所得收入總計,總消費支出,食品食品及非酒精飲料,2.菸酒及檳榔,衣著鞋襪及服飾用品,住宅服務、水電瓦斯及其他燃料,家具設備及家務維護,醫療保健,交通,通訊,休閒與文化,教育,餐廳及旅館,什項消費,套裝旅遊,娛樂消遣及文化服務,書報雜誌文具,教育消遣康樂器材及其附屬品,區域
2016,雲林縣,"238,767",2.78,2.32,1.38,1.54,"896,101","518,246","76,832","9,497","12,185","109,429","13,191","104,273","52,454","20,098","19,980","18,089","51,682","30,535","7,769","6,359","3,040","2,812",中部
2016,嘉義縣,"182,132",3.07,2.46,1.43,1.6,"896,217","648,026","124,420","14,404","16,420","109,311","12,431","132,488","72,133","19,463","19,703","22,003","73,765","31,485","6,182","6,060","4,257","3,204",南部
2016,屏東縣,"285,022",2.89,2.38,1.41,1.55,"911,258","629,467","109,380","9,401","17,412","107,533","16,428","107,079","55,306","24,402","30,720","19,977","98,433","33,396","15,294","7,174","3,748","4,503",南部
2016,台東縣,"82,460",2.43,2.01,1.14,1.41,"797,395","486,046","70,455","12,361","11,460","124,607","9,041","80,525","44,035","18,715","17,619","16,385","57,663","23,179","7,543","6,255","2,168","1,653",東部
2016,花蓮縣,"125,005",2.54,2.09,1.04,1.45,"948,501","562,636","86,413","8,436","13,402","124,764","13,207","119,277","59,282","20,193","29,212","10,791","51,117","26,542","13,853","10,170","2,448","2,741",東部
2016,澎湖縣,"38,571",2.84,2.35,1.17,1.63,"1,069,545","601,859","85,366","9,805","24,235","120,812","13,189","128,320","46,823","25,593","30,025","19,330","64,849","33,512","13,832","7,294","2,974","5,925",離島
2016,基隆市,"151,064",2.87,2.5,1.31,1.72,"1,074,314","762,921","122,715","12,513","33,749","151,780","25,369","127,846","59,744","26,226","44,171","26,226","88,723","43,859","16,569","12,604","5,472","9,526",北部
2016,新竹市,"158,443",3.27,2.6,1.48,1.93,"1,537,317","1,049,649","148,124","9,195","32,316","238,584","31,136","158,839","120,494","31,860","70,442","43,578","113,807","51,274","35,692","15,496","6,056","13,197",北部
2016,嘉義市,"98,602",3.05,2.4,1.23,1.59,"1,154,411","745,214","119,314","8,612","22,472","161,330","16,218","115,534","61,797","23,917","35,443","36,113","104,547","39,917","17,051","9,865","4,662","3,865",南部
2017,新北市,"1,533,928",3.1,2.6,1.46,1.84,"1,265,798","823,461","104,448","9,306","26,140","219,144","23,535","109,979","74,792","31,820","55,852","30,903","96,536","41,008","27,407","13,887","4,620","9,937",北部
2017,台北市,"1,049,354",3.08,2.62,1.34,1.78,"1,648,122","1,080,904","153,159","8,209","31,440","306,342","32,302","145,265","77,258","31,294","88,190","36,106","106,045","65,294","55,523","16,047","5,676","10,945",北部
2017,桃園市,"779,743",3.38,2.67,1.6,1.88,"1,337,361","879,508","132,623","11,824","27,395","210,048","20,573","111,365","92,121","31,309","44,383","36,065","111,174","50,628","20,496","12,351","5,274","6,262",北部
2017,台中市,"951,383",3.06,2.53,1.47,1.73,"1,245,350","849,155","114,437","9,623","26,633","212,058","18,717","123,513","74,354","28,748","53,469","31,967","108,082","47,555","28,582","12,914","5,160","6,814",中部
2017,台南市,"680,737",3.08,2.56,1.52,1.74,"1,079,199","707,495","107,453","8,123","17,276","149,956","16,553","122,243","75,862","24,016","28,681","26,599","93,051","37,684","12,956","8,509","3,193","4,023",南部
2017,高雄市,"1,087,007",3.07,2.58,1.43,1.77,"1,186,204","795,624","115,324","9,527","19,121","166,900","18,077","141,296","73,449","28,298","35,322","30,473","119,333","38,504","17,364","9,791","3,611","4,556",南部
2017,宜蘭縣,"167,742",2.87,2.38,1.14,1.62,"1,098,807","755,648","120,745","9,491","20,067","150,975","20,152","139,490","84,610","23,296","34,261","24,360","82,469","45,733","18,659","7,928","3,735","3,938",北部
2017,新竹縣,"189,271",3.4,2.67,1.55,1.8,"1,616,327","1,014,464","128,643","10,270","26,810","220,151","28,296","123,694","151,080","29,386","77,668","52,508","109,491","56,468","44,297","16,643","5,424","11,304",北部
2017,苗栗縣,"186,749",3.08,2.5,1.4,1.69,"1,029,485","653,494","91,678","10,709","17,465","140,092","16,186","113,880","78,919","27,581","32,286","22,840","61,908","39,949","15,561","8,680","3,236","4,809",中部
2017,彰化縣,"385,572",3.27,2.65,1.58,1.71,"970,491","621,736","112,658","7,560","17,901","126,603","14,443","109,834","58,119","21,291","25,528","31,631","63,462","32,708","10,964","6,548","4,917","3,099",中部
2017,南投縣,"177,729",2.94,2.46,1.32,1.61,"894,368","614,176","108,705","11,719","17,333","123,132","10,240","120,120","63,968","20,256","26,725","19,176","59,890","32,913","13,827","7,005","2,992","2,901",中部
2017,雲林縣,"239,882",2.76,2.29,1.29,1.57,"868,663","565,062","83,226","10,070","13,630","109,903","14,039","131,926","65,114","18,485","18,794","16,621","51,496","31,758","7,277","6,346","2,726","2,445",中部
2017,嘉義縣,"182,646",2.85,2.42,1.49,1.65,"901,022","638,422","116,340","13,325","14,781","112,969","11,068","127,421","87,139","19,878","22,073","16,007","66,179","31,242","11,451","5,189","2,844","2,589",南部
2017,屏東縣,"286,320",2.86,2.3,1.36,1.62,"958,999","648,324","106,498","9,772","17,635","108,445","17,219","114,066","60,820","23,543","28,016","22,180","105,063","35,068","11,633","8,149","3,782","4,453",南部
2017,台東縣,"82,755",2.52,2.02,1.15,1.46,"889,108","519,259","77,841","13,719","12,812","132,057","9,251","97,593","44,479","17,845","19,948","9,576","54,064","30,074","9,483","6,079","2,118","2,268",東部
2017,花蓮縣,"125,621",2.48,2.06,1.05,1.44,"910,090","586,240","85,484","13,226","13,696","143,288","12,770","117,110","58,228","20,423","23,694","13,517","55,069","29,735","11,680","7,215","2,133","2,666",東部
2017,澎湖縣,"39,321",2.45,2.03,0.95,1.46,"857,821","503,857","77,487","11,687","18,096","112,794","13,270","107,361","33,565","21,777","21,051","11,449","50,089","25,229","7,759","7,169","2,091","4,032",離島
2017,基隆市,"152,390",2.84,2.35,1.25,1.65,"1,096,361","777,924","127,145","11,631","29,688","183,357","25,429","106,364","64,450","22,911","49,528","22,309","91,421","43,692","24,741","11,658","5,455","7,675",北部
2017,新竹市,"161,811",2.91,2.32,1.33,1.72,"1,572,296","953,074","131,542","10,749","27,340","214,299","26,393","142,600","109,257","26,567","59,559","41,367","111,829","51,573","26,768","16,256","4,957","11,578",北部
2017,嘉義市,"99,226",2.96,2.38,1.34,1.64,"1,090,947","736,330","119,033","9,393","17,467","161,284","17,199","114,828","71,872","24,227","34,201","28,636","105,709","32,482","16,988","8,998","4,434","3,782",南部
2018,新北市,"1,551,017",3.05,2.61,1.42,1.86,"1,292,753","820,520","101,142","8,955","25,983","218,126","22,916","124,876","67,636","28,753","55,445","28,187","98,895","39,606","28,784","13,680","4,051","8,930",北部
2018,台北市,"1,053,741",3.16,2.7,1.39,1.85,"1,649,348","1,082,626","159,108","7,723","28,312","310,679","28,365","150,546","74,928","28,796","87,803","37,397","112,002","56,968","54,623","17,933","5,133","10,115",北部
2018,桃園市,"798,391",3.26,2.61,1.54,1.87,"1,378,732","901,666","131,234","12,150","28,067","218,630","21,555","116,632","102,515","28,306","47,063","35,110","111,337","49,066","24,392","12,176","4,709","5,786",北部
2018,台中市,"965,455",3.1,2.56,1.47,1.78,"1,279,865","865,525","118,512","10,105","27,498","206,937","19,021","129,375","80,307","25,417","50,887","29,585","115,720","52,159","25,715","12,914","4,765","7,493",中部
2018,台南市,"685,873",3.06,2.55,1.5,1.74,"1,086,077","717,367","111,136","8,869","16,132","156,037","15,238","121,724","74,407","22,546","29,691","25,959","98,455","37,171","13,049","9,635","3,260","3,746",南部
2018,高雄市,"1,095,318",3.05,2.55,1.44,1.78,"1,219,246","793,253","115,774","9,291","19,246","169,084","17,764","136,218","73,424","27,884","35,630","30,457","119,696","38,785","18,745","9,422","3,176","4,287",南部
2018,宜蘭縣,"168,959",2.84,2.36,1.19,1.59,"1,069,997","721,622","117,320","12,791","17,871","149,458","16,848","120,360","92,925","21,196","28,760","24,581","78,406","41,106","12,369","9,020","3,057","4,313",北部
2018,新竹縣,"192,993",3.18,2.64,1.55,1.86,"1,519,478","945,759","117,838","11,904","24,880","217,382","32,298","122,984","139,201","25,345","58,405","37,846","104,451","53,225","31,087","13,731","3,791","9,796",北部
2018,苗栗縣,"188,522",2.97,2.51,1.31,1.69,"1,045,881","640,257","87,985","10,261","18,938","135,572","13,945","136,942","75,531","26,508","27,822","16,143","54,432","36,179","11,557","8,675","2,631","4,958",中部
2018,彰化縣,"388,042",3.12,2.6,1.54,1.77,"997,162","596,383","104,031","7,636","16,829","120,403","12,508","113,431","57,961","18,934","24,153","25,005","65,769","29,723","10,197","6,806","4,075","3,075",中部
2018,南投縣,"178,155",2.97,2.51,1.42,1.7,"967,369","592,938","102,936","11,591","16,199","119,005","13,349","121,006","56,870","19,629","25,840","17,303","59,281","29,929","12,671","6,888","3,026","3,256",中部
2018,雲林縣,"240,634",2.66,2.28,1.22,1.51,"860,237","556,969","78,179","9,714","11,275","110,141","13,068","127,340","62,760","17,945","19,129","14,732","55,406","37,280","7,746","6,470","2,577","2,336",中部
2018,嘉義縣,"182,905",2.87,2.43,1.36,1.57,"940,780","629,287","113,683","13,085","13,733","104,133","13,115","134,323","75,021","17,551","18,338","20,861","70,937","34,507","7,454","4,606","3,592","2,686",南部
2018,屏東縣,"287,294",2.84,2.34,1.35,1.6,"985,681","645,897","94,932","11,910","17,150","112,045","15,508","124,724","58,992","21,852","31,011","20,193","102,976","34,605","16,086","7,763","3,314","3,848",南部
2018,台東縣,"82,896",2.5,2.1,1.06,1.45,"884,510","534,302","76,530","13,051","13,310","122,375","9,923","106,207","47,334","17,392","22,845","12,300","64,052","28,981","13,124","5,945","1,806","1,970",東部
2018,花蓮縣,"125,851",2.62,2.11,1.09,1.51,"937,898","613,314","87,860","10,878","13,053","140,029","12,510","124,721","65,033","21,620","26,056","13,231","66,490","31,833","11,612","8,344","2,213","3,887",東部
2018,澎湖縣,"39,883",2.59,2.14,1.08,1.47,"959,761","541,139","84,986","11,259","19,468","115,177","13,625","113,397","40,633","22,070","24,041","19,119","50,634","26,730","11,247","8,195","2,160","2,439",離島
2018,基隆市,"153,191",2.86,2.45,1.15,1.6,"1,070,748","748,209","119,413","11,710","30,458","159,480","25,236","132,415","59,834","21,779","42,950","21,362","81,834","41,737","17,783","12,410","4,405","8,353",北部
2018,新竹市,"164,283",2.96,2.4,1.33,1.84,"1,426,379","956,393","152,134","10,843","28,549","221,402","26,997","129,190","98,416","25,425","57,058","36,084","115,939","54,355","27,396","14,885","4,094","10,683",北部
2018,嘉義市,"99,737",2.85,2.34,1.26,1.63,"1,152,499","713,443","108,942","7,468","18,488","154,561","18,209","117,451","62,908","22,491","36,238","27,102","105,779","33,804","17,474","9,162","4,263","5,338",南部
2019,新北市,"1,571,557",2.97,2.51,1.42,1.86,"1,319,841","810,975","97,119","8,246","24,805","218,099","22,887","125,791","66,201","25,766","53,671","30,929","99,492","37,969","28,256","13,065","4,236","8,113",北部
2019,台北市,"1,058,621",3.1,2.66,1.41,1.92,"1,723,021","1,152,501","161,150","8,371","32,881","306,002","35,623","155,722","82,268","28,480","108,796","34,876","136,809","61,523","72,146","19,444","4,757","12,449",北部
2019,桃園市,"816,222",3.21,2.56,1.52,1.81,"1,392,199","853,095","124,430","9,864","25,211","211,777","19,105","117,298","93,050","26,657","41,558","31,489","108,463","44,192","20,199","11,576","4,450","5,332",北部
2019,台中市,"979,469",3.07,2.58,1.46,1.78,"1,298,497","894,519","118,858","9,121","28,478","212,944","21,006","135,317","89,592","24,606","55,410","29,650","120,098","49,440","30,389","13,137","4,498","7,385",中部
2019,台南市,"692,289",2.96,2.52,1.45,1.73,"1,079,174","714,445","109,372","8,942","15,179","151,152","15,848","128,449","67,408","21,340","31,466","23,769","106,595","34,925","15,699","9,171","3,006","3,589",南部
2019,高雄市,"1,104,650",3.06,2.58,1.43,1.82,"1,224,668","842,428","116,739","9,173","20,048","180,896","21,024","145,269","82,583","23,782","43,888","29,574","128,610","40,840","23,722","11,019","3,728","5,419",南部
2019,宜蘭縣,"169,900",2.96,2.49,1.26,1.68,"1,093,475","771,019","129,674","12,898","19,636","158,327","22,207","143,172","80,139","21,437","35,297","21,128","76,365","50,740","18,184","8,916","2,728","5,470",北部
2019,新竹縣,"197,610",3.44,2.77,1.61,1.94,"1,539,555","1,006,874","141,332","11,741","30,038","226,594","26,433","133,094","136,413","24,855","56,703","43,636","113,935","62,100","29,225","13,512","5,323","8,643",北部
2019,苗栗縣,"190,098",2.95,2.41,1.27,1.6,"1,073,028","639,221","92,422","10,040","17,973","131,852","14,536","124,682","75,937","21,918","32,132","19,485","58,783","39,462","14,350","9,592","3,410","4,780",中部
2019,彰化縣,"390,815",3.02,2.51,1.48,1.69,"1,026,792","628,479","107,089","7,702","19,243","125,991","14,810","111,760","63,481","20,614","30,714","25,813","65,813","35,448","15,239","7,669","4,353","3,453",中部
2019,南投縣,"178,590",2.94,2.39,1.4,1.59,"940,893","606,254","99,534","12,352","15,076","121,187","12,521","121,257","63,712","19,076","24,687","18,610","61,357","36,885","10,424","7,834","2,900","3,529",中部
2019,雲林縣,"241,342",2.77,2.37,1.27,1.54,"933,883","602,116","86,060","11,774","12,367","114,347","16,615","139,683","71,872","17,640","22,596","17,048","59,915","32,199","10,390","6,380","2,541","3,284",中部
2019,嘉義縣,"183,302",2.71,2.26,1.21,1.47,"850,597","586,853","111,451","14,015","11,145","100,237","15,966","128,314","59,173","17,841","18,228","13,236","67,553","29,695","8,265","5,488","2,164","2,310",南部
2019,屏東縣,"288,710",2.87,2.31,1.22,1.6,"964,547","632,721","97,436","10,998","16,946","106,419","16,271","117,924","55,313","19,029","26,849","18,939","109,216","37,382","12,728","7,319","3,237","3,566",南部
2019,台東縣,"83,150",2.51,2.03,1.05,1.49,"874,386","525,790","70,523","13,283","10,698","126,831","8,134","115,828","46,690","17,087","17,909","10,493","61,589","26,726","9,750","5,481","1,731",947,東部
2019,花蓮縣,"126,329",2.51,2.14,1.07,1.51,"956,973","603,636","92,650","12,956","13,157","137,819","11,353","131,012","53,554","19,531","24,815","11,971","64,083","30,735","11,679","7,346","2,221","3,568",東部
2019,澎湖縣,"40,947",2.6,2.18,1.06,1.5,"1,037,554","589,135","113,422","10,144","19,870","112,319","12,383","149,136","41,671","18,404","22,397","11,210","50,144","28,035","8,591","8,447","1,769","3,589",離島
2019,基隆市,"153,933",2.91,2.47,1.21,1.73,"1,140,481","779,555","119,748","11,712","34,753","163,219","27,348","133,082","65,634","21,881","49,135","23,135","84,758","45,149","20,962","13,370","5,125","9,679",北部
2019,新竹市,"166,833",3.18,2.5,1.45,1.84,"1,602,826","1,018,975","146,704","9,912","26,760","243,877","27,594","133,086","105,599","26,592","64,143","53,605","129,567","51,537","32,680","17,592","4,784","9,086",北部
2019,嘉義市,"100,209",2.93,2.46,1.25,1.64,"1,208,298","753,030","109,878","8,279","18,956","152,132","20,022","130,859","76,429","21,958","36,267","27,204","111,772","39,275","19,176","9,195","3,118","4,779",南部
2020,新北市,"1,594,111",2.86,2.49,1.34,1.88,"1,352,548","791,454","97,025","7,873","22,319","227,434","23,101","134,485","61,216","25,049","35,668","25,389","97,383","34,514","12,125","12,242","3,505","7,796",北部
2020,台北市,"1,060,320",3.01,2.59,1.4,1.89,"1,716,591","1,109,351","162,847","7,722","29,817","303,628","35,989","157,974","73,614","25,913","67,334","36,500","149,609","58,404","31,741","18,985","4,348","12,261",北部
2020,桃園市,"834,453",3.25,2.61,1.54,1.91,"1,424,027","878,957","132,029","10,144","28,515","211,147","22,183","137,772","89,930","26,427","27,188","33,113","112,416","48,093","6,073","11,338","3,919","5,859",北部
2020,台中市,"993,132",2.99,2.51,1.41,1.75,"1,289,700","867,844","118,093","9,199","27,371","210,881","21,104","145,068","75,141","24,328","38,435","29,598","120,491","48,135","14,795","11,852","4,254","7,534",中部
2020,台南市,"699,095",2.82,2.38,1.37,1.64,"1,086,475","711,289","109,474","7,217","16,251","156,914","17,646","133,637","72,033","20,084","20,990","25,060","97,467","34,516","5,095","9,069","2,726","4,099",南部
2020,高雄市,"1,113,881",2.9,2.46,1.35,1.72,"1,224,100","805,946","116,057","8,845","18,807","176,426","22,010","144,629","74,329","22,284","29,993","27,760","124,433","40,372","9,983","10,612","3,522","5,877",南部
2020,宜蘭縣,"171,495",2.94,2.47,1.29,1.83,"1,138,365","754,386","132,090","11,027","19,603","157,082","25,538","135,695","79,647","21,269","28,348","20,442","77,265","46,380","11,987","7,802","2,875","5,684",北部
2020,新竹縣,"202,656",3.24,2.67,1.57,1.86,"1,619,782","1,036,565","136,894","12,968","28,838","258,700","38,816","135,506","159,946","28,279","37,384","38,456","114,127","46,651","6,332","15,456","4,133","11,463",北部
2020,苗栗縣,"192,076",3.02,2.53,1.31,1.66,"1,161,999","679,104","96,925","11,203","21,589","142,549","19,332","120,785","87,678","23,816","23,795","24,713","64,094","42,625","5,831","9,348","3,238","5,378",中部
2020,彰化縣,"394,507",2.82,2.41,1.34,1.62,"996,066","602,152","107,798","7,265","17,157","127,772","14,106","119,434","54,220","19,419","21,056","27,037","59,658","27,231","6,332","7,174","4,149","3,401",中部
2020,南投縣,"179,226",2.79,2.41,1.3,1.62,"997,605","631,895","103,635","10,416","16,610","129,738","16,579","138,393","68,280","19,077","19,844","16,949","61,331","31,045","5,127","7,331","3,004","4,382",中部
2020,雲林縣,"242,888",2.85,2.4,1.41,1.61,"988,062","624,843","93,496","15,043","13,623","120,500","18,060","144,483","57,953","18,881","18,637","19,690","67,033","37,445","4,548","8,153","2,500","3,435",中部
2020,嘉義縣,"184,112",2.55,2.25,1.26,1.53,"906,554","597,640","109,207","15,742","12,649","93,010","14,004","139,502","71,649","17,479","13,871","12,368","66,370","31,790","3,326","5,458","2,007","3,081",南部
2020,屏東縣,"290,649",2.8,2.37,1.34,1.63,"1,064,508","670,799","101,475","11,516","16,994","113,226","19,020","123,743","64,803","20,492","23,052","21,846","116,713","37,919","8,466","7,812","2,951","3,823",南部
2020,台東縣,"83,395",2.26,1.98,1.2,1.48,"891,340","510,527","75,789","12,409","11,732","127,306","10,421","113,174","50,173","16,486","11,627","5,740","48,434","27,234","2,462","5,637","1,209","2,319",東部
2020,花蓮縣,"127,030",2.6,2.22,1.07,1.58,"1,032,499","602,175","98,018","8,119","15,175","131,491","15,368","137,896","50,165","20,131","21,554","11,568","65,395","27,295","8,430","7,846","2,098","3,181",東部
2020,澎湖縣,"41,378",2.46,2.09,1.14,1.53,"1,091,011","582,716","109,400","8,008","20,377","123,557","15,799","123,940","40,965","19,867","19,050","10,085","62,839","28,829","4,569","8,999","1,887","3,594",離島
2020,基隆市,"155,018",2.64,2.29,1.08,1.6,"1,106,963","716,855","115,343","10,616","28,888","151,689","28,097","137,671","50,058","18,946","38,665","17,724","76,620","42,539","14,165","12,884","4,172","7,444",北部
2020,新竹市,"169,186",3.01,2.44,1.3,1.73,"1,618,903","955,542","153,574","8,947","21,940","249,862","26,213","131,505","76,901","22,141","42,346","41,035","129,191","51,886","14,756","15,052","4,240","8,298",北部
2020,嘉義市,"100,858",2.87,2.39,1.15,1.61,"1,225,219","745,830","117,286","10,131","16,335","151,186","16,783","135,535","64,210","20,355","26,142","26,775","121,198","39,894","8,082","8,840","3,335","5,884",南部
2021,新北市,"1,612,821",2.95,2.54,1.4,1.93,"1,381,603","814,953","104,448","8,315","22,984","231,940","24,283","140,579","65,414","26,676","26,177","28,279","100,264","35,595","1,694","12,327","3,731","8,425",北部
2021,台北市,"1,057,695",2.75,2.43,1.28,1.88,"1,732,126","1,066,065","150,788","7,248","28,002","314,645","41,556","161,404","66,433","25,239","43,420","31,148","141,084","55,100","8,812","17,715","3,941","12,952",北部
2021,桃園市,"853,848",3.07,2.54,1.44,1.83,"1,448,909","862,861","130,308","10,320","26,680","213,305","20,705","136,275","91,190","26,915","24,223","31,817","107,150","43,974","1,487","12,117","3,970","6,649",北部
2021,台中市,"1,009,568",2.92,2.45,1.4,1.76,"1,304,508","868,111","122,487","9,947","27,559","218,535","22,829","144,003","78,259","24,335","27,413","30,385","113,265","49,094","2,346","12,906","4,264","7,896",中部
2021,台南市,"705,803",2.85,2.45,1.39,1.75,"1,120,580","709,486","112,337","6,964","15,762","154,569","16,968","134,178","79,137","20,654","16,965","22,846","96,107","32,999","1,069","9,474","2,701","3,722",南部
2021,高雄市,"1,123,351",2.87,2.44,1.33,1.75,"1,231,562","799,016","115,796","8,817","18,806","174,365","21,798","156,939","69,905","22,525","20,703","25,732","125,165","38,463","1,888","10,000","3,130","5,685",南部
2021,宜蘭縣,"173,265",2.87,2.39,1.18,1.71,"1,136,419","771,878","138,903","10,142","22,132","146,925","28,151","157,811","87,796","21,995","20,756","17,545","73,147","46,576","2,732","8,717","3,326","5,981",北部
2021,新竹縣,"207,824",3.26,2.57,1.46,1.85,"1,689,337","1,069,700","139,540","13,457","30,408","238,707","35,211","161,281","149,142","30,227","37,826","47,663","121,427","64,811","1,702","15,972","5,437","14,715",北部
2021,苗栗縣,"194,320",3.09,2.61,1.41,1.84,"1,214,424","694,248","107,532","12,759","19,703","137,206","19,732","141,151","91,629","26,144","18,509","18,763","57,364","43,758","1,160","8,906","2,940","5,503",中部
2021,彰化縣,"397,597",3.08,2.51,1.48,1.78,"1,086,809","654,340","125,203","8,650","18,464","133,908","18,762","127,222","64,852","21,167","17,812","27,525","58,345","32,431","1,867","7,766","4,198","3,981",中部
2021,南投縣,"179,671",2.93,2.48,1.41,1.68,"985,686","618,074","111,475","12,501","18,151","109,069","14,351","139,357","65,165","19,886","16,323","17,986","59,844","33,966","1,741","7,471","2,760","4,351",中部
2021,雲林縣,"244,369",2.7,2.3,1.26,1.59,"1,024,191","612,098","87,407","13,037","14,010","114,743","17,879","144,382","67,291","19,371","14,248","15,391","67,767","36,575","1,034","7,114","2,168","3,932",中部
2021,嘉義縣,"184,817",2.66,2.34,1.14,1.58,"916,631","599,390","111,438","14,428","11,065","96,793","13,215","148,381","61,895","16,830","11,133","13,831","70,448","29,934",763,"5,757","2,260","2,353",南部
2021,屏東縣,"292,214",2.67,2.24,1.29,1.63,"1,046,302","646,958","89,943","10,569","16,263","110,823","16,362","135,894","63,998","20,207","17,263","17,357","112,067","36,211","2,106","7,758","2,792","4,607",南部
2021,台東縣,"83,767",2.43,2.07,1.09,1.47,"911,136","577,370","83,512","15,257","10,751","145,795","9,606","136,775","58,573","19,175","11,359","8,370","51,157","27,041","1,327","6,302","1,370","2,360",東部
2021,花蓮縣,"127,594",2.46,2.09,1.07,1.54,"1,026,488","603,532","90,795","8,940","13,850","139,839","11,938","149,527","50,330","20,015","14,484","10,766","60,773","32,275",810,"8,226","2,104","3,344",東部
2021,澎湖縣,"41,840",2.1,1.86,0.64,1.35,"796,484","498,437","98,810","6,654","13,609","105,501","13,168","141,318","22,925","14,701","12,792","8,693","37,109","23,157",791,"6,529","1,129","4,343",離島
2021,基隆市,"155,737",2.61,2.33,1.14,1.67,"1,111,556","725,102","120,181","11,059","29,374","157,913","27,819","132,365","57,619","19,722","29,699","17,439","77,324","44,587","2,286","13,594","3,790","10,029",北部
2021,新竹市,"172,450",3.07,2.56,1.39,1.79,"1,602,415","1,000,176","162,759","10,086","27,239","264,156","38,616","148,204","75,301","25,915","34,136","43,759","124,974","45,029","4,192","15,372","4,503","10,070",北部
2021,嘉義市,"101,345",2.71,2.41,1.24,1.65,"1,217,617","759,841","132,782","10,937","20,250","156,334","20,181","137,601","70,367","21,792","18,962","18,587","112,976","39,071",984,"9,588","2,810","5,580",南部
2022,新北市,"1,622,976",2.82,2.45,1.38,1.88,"1,421,385","834,596","103,241","8,491","25,778","234,608","26,146","144,990","62,490","25,976","30,619","26,704","109,911","35,643","3,776","13,543","3,510","9,789",北部
2022,台北市,"1,041,655",2.71,2.43,1.24,1.9,"1,752,411","1,096,896","151,765","7,533","27,802","321,362","39,225","170,105","64,842","24,755","48,503","31,093","157,534","52,378","12,489","18,542","4,122","13,349",北部
2022,桃園市,"866,529",3.06,2.52,1.45,1.86,"1,449,549","888,147","127,509","10,387","26,598","215,900","22,204","143,627","93,902","27,242","25,022","29,155","123,706","42,895","2,121","11,331","4,078","7,492",北部
2022,台中市,"1,022,349",2.91,2.46,1.38,1.77,"1,338,826","896,252","123,186","7,785","26,635","224,215","22,491","155,481","88,731","24,894","29,046","30,048","116,769","46,973","4,488","12,402","4,022","8,133",中部
2022,台南市,"711,543",2.79,2.36,1.37,1.69,"1,143,699","726,637","110,738","7,318","17,430","159,164","18,060","130,978","68,561","21,435","18,972","23,862","113,833","36,286","2,266","9,153","2,807","4,746",南部
2022,高雄市,"1,129,734",2.8,2.37,1.34,1.71,"1,263,068","849,073","118,307","8,511","20,009","191,775","26,082","152,531","75,799","23,981","24,551","25,926","137,606","43,996","2,592","11,466","3,217","7,276",南部
2022,宜蘭縣,"174,726",2.81,2.41,1.13,1.68,"1,165,558","763,549","123,394","11,125","20,129","159,865","26,767","144,834","74,096","22,294","19,592","19,689","92,134","49,630","2,395","9,697","2,343","5,157",北部
2022,新竹縣,"212,370",3.2,2.67,1.44,1.88,"1,702,134","972,903","117,236","10,885","25,560","221,183","30,489","161,947","125,419","29,860","31,381","40,786","121,217","56,939","3,321","13,244","4,178","10,637",北部
2022,苗栗縣,"195,947",2.85,2.48,1.35,1.76,"1,273,250","679,660","104,092","10,888","19,756","142,976","23,590","119,428","87,189","23,647","19,188","19,596","71,058","38,253","1,769","8,897","2,922","5,601",中部
2022,彰化縣,"400,502",2.96,2.53,1.43,1.76,"1,108,221","642,328","112,890","6,411","17,691","136,412","17,080","136,030","59,781","20,296","17,545","22,982","63,765","31,446","2,302","6,820","3,846","4,577",中部
2022,南投縣,"179,601",2.93,2.53,1.42,1.77,"1,048,879","665,174","108,916","10,454","19,338","128,376","16,172","154,034","59,169","21,639","17,442","17,326","72,658","39,650","2,176","8,224","2,673","4,369",中部
2022,雲林縣,"244,767",2.66,2.33,1.23,1.57,"1,016,913","609,404","90,333","8,735","13,986","104,758","17,792","171,374","54,547","18,725","13,727","13,239","62,114","40,077","1,213","7,426","2,190","2,897",中部
2022,嘉義縣,"185,092",2.54,2.28,1.08,1.58,"891,498","571,503","112,001","14,326","10,091","90,183","12,076","134,092","61,736","17,064","10,727","12,019","71,581","25,608","1,383","5,936","1,370","2,038",南部
2022,屏東縣,"294,025",2.76,2.36,1.38,1.7,"1,083,933","694,855","112,407","8,603","16,330","116,597","17,980","141,128","62,730","22,818","18,116","15,516","125,906","36,725","2,620","8,896","2,432","4,168",南部
2022,台東縣,"84,072",2.42,2.01,1.08,1.49,"916,928","564,660","92,191","15,221","9,802","139,647","8,455","124,211","45,897","18,591","10,674","9,810","68,069","22,092","1,095","5,357","1,540","2,682",東部
2022,花蓮縣,"127,840",2.35,2.09,1.05,1.61,"1,010,041","570,809","86,173","9,187","12,147","140,536","14,819","137,888","42,491","20,491","13,726","6,920","61,125","25,305","1,711","7,063","1,284","3,669",東部
2022,澎湖縣,"42,205",2.21,1.98,0.85,1.48,"919,357","538,430","125,032","8,797","12,104","110,364","12,886","112,244","34,671","15,768","13,914","10,927","47,701","34,022",756,"8,220","1,024","3,915",離島
2022,基隆市,"156,154",2.63,2.3,1.1,1.64,"1,099,526","728,266","120,737","11,663","30,013","152,671","29,038","138,235","60,522","21,490","30,223","15,442","81,023","37,208","3,940","12,559","3,975","9,749",北部
2022,新竹市,"174,515",2.99,2.44,1.26,1.79,"1,722,889","1,058,294","145,001","9,159","26,684","290,277","25,585","165,672","93,705","27,594","31,694","47,856","145,188","49,881","3,422","15,817","3,502","8,953",北部
